T,P,DD,Td,result 
31.0,758.9,Wind blowing from the east,24.1,2 m/s (Light breeze)
25.6,758.8,Wind blowing from the south-southeast,23.4,1 m/s (Light air)
25.5,757.8,Wind blowing from the west-northwest,23.4,2 m/s (Light breeze)
26.5,758.3,Wind blowing from the east,24.7,1 m/s (Light air)
28.6,758.8,Wind blowing from the north,25.4,2 m/s (Light breeze)
29.0,757.6,Wind blowing from the east,25.0,2 m/s (Light breeze)
30.6,756.2,Wind blowing from the east-northeast,24.7,2 m/s (Light breeze)
31.4,757.2,Wind blowing from the south-east,25.5,3 m/s (Gentle breeze)
31.5,759.2,Wind blowing from the east-northeast,25.1,2 m/s (Light breeze)
27.1,759.2,Wind blowing from the south-southeast,24.7,2 m/s (Light breeze)
26.6,758.2,Wind blowing from the west-northwest,24.3,2 m/s (Light breeze)
27.2,758.5,Wind blowing from the south-southeast,24.5,2 m/s (Light breeze)
27.8,759.4,Wind blowing from the south,24.7,2 m/s (Light breeze)
28.4,757.9,Wind blowing from the south,25.2,2 m/s (Light breeze)
31.3,756.6,Wind blowing from the north,25.6,2 m/s (Light breeze)
34.1,757.5,Wind blowing from the east,24.1,2 m/s (Light breeze)
31.1,759.7,Wind blowing from the east-northeast,25.3,2 m/s (Light breeze)
27.0,759.3,Wind blowing from the east-southeast,25.4,1 m/s (Light air)
26.6,758.3,"Calm, no wind",25.0,0 m/s (Calm)
27.2,758.6,Wind blowing from the north-west,25.6,1 m/s (Light air)
27.2,759.1,"Calm, no wind",24.8,0 m/s (Calm)
28.4,758.1,"Calm, no wind",26.0,0 m/s (Calm)
32.2,756.7,Wind blowing from the north-west,25.8,3 m/s (Gentle breeze)
34.4,757.6,Wind blowing from the north-northwest,25.2,3 m/s (Gentle breeze)
31.9,759.9,Wind blowing from the west-northwest,25.9,3 m/s (Gentle breeze)
26.7,759.2,Wind blowing from the west,24.8,2 m/s (Light breeze)
26.1,758.5,Wind blowing from the south-southeast,23.9,1 m/s (Light air)
28.2,759.0,Wind blowing from the north-northwest,25.9,2 m/s (Light breeze)
28.5,759.4,Wind blowing from the north,25.8,2 m/s (Light breeze)
29.4,758.1,Wind blowing from the north,25.4,2 m/s (Light breeze)
32.7,756.7,Wind blowing from the east,24.3,2 m/s (Light breeze)
32.4,757.8,Wind blowing from the east-northeast,24.1,2 m/s (Light breeze)
30.5,759.5,Wind blowing from the east-southeast,25.1,2 m/s (Light breeze)
25.4,759.7,Wind blowing from the east,23.5,1 m/s (Light air)
25.0,759.1,Wind blowing from the west,22.8,2 m/s (Light breeze)
27.2,759.2,Wind blowing from the west-southwest,23.9,2 m/s (Light breeze)
28.4,759.6,"Calm, no wind",26.3,0 m/s (Calm)
29.4,757.8,Wind blowing from the east-northeast,26.2,2 m/s (Light breeze)
30.6,756.7,Wind blowing from the north-northwest,25.8,2 m/s (Light breeze)
31.2,757.3,Wind blowing from the north,26.2,2 m/s (Light breeze)
29.2,759.1,Wind blowing from the south-east,26.8,2 m/s (Light breeze)
27.2,758.5,Wind blowing from the south-southeast,24.5,2 m/s (Light breeze)
27.1,757.3,Wind blowing from the south,25.1,1 m/s (Light air)
27.0,757.7,Wind blowing from the south-southeast,24.0,2 m/s (Light breeze)
28.2,758.5,Wind blowing from the south-east,25.1,2 m/s (Light breeze)
29.4,756.7,Wind blowing from the north-northwest,25.9,2 m/s (Light breeze)
31.7,755.5,Wind blowing from the north,26.1,2 m/s (Light breeze)
33.4,755.9,Wind blowing from the north-northwest,25.4,3 m/s (Gentle breeze)
31.7,757.7,Wind blowing from the west-northwest,25.0,3 m/s (Gentle breeze)
26.6,756.9,Wind blowing from the west-northwest,24.1,2 m/s (Light breeze)
26.0,756.1,Wind blowing from the west-northwest,23.8,2 m/s (Light breeze)
26.6,756.2,Wind blowing from the north,24.1,1 m/s (Light air)
27.8,757.3,Wind blowing from the south-southeast,25.0,2 m/s (Light breeze)
28.7,756.2,Wind blowing from the west-northwest,25.9,2 m/s (Light breeze)
28.6,754.4,Wind blowing from the north-northwest,26.1,2 m/s (Light breeze)
33.1,754.4,Wind blowing from the west-northwest,25.1,3 m/s (Gentle breeze)
30.5,756.4,Wind blowing from the west-northwest,25.3,3 m/s (Gentle breeze)
26.4,755.8,Wind blowing from the south-southeast,25.0,1 m/s (Light air)
26.3,754.9,Wind blowing from the west-southwest,24.8,2 m/s (Light breeze)
27.0,756.1,Wind blowing from the west-northwest,24.8,2 m/s (Light breeze)
27.3,757.0,Wind blowing from the west-northwest,26.0,2 m/s (Light breeze)
27.2,756.3,Wind blowing from the west-northwest,25.7,2 m/s (Light breeze)
26.6,755.0,Wind blowing from the west,24.6,2 m/s (Light breeze)
30.4,755.5,Wind blowing from the north-west,25.7,2 m/s (Light breeze)
28.9,757.8,Wind blowing from the north-northwest,25.3,2 m/s (Light breeze)
26.8,757.0,Wind blowing from the west-northwest,24.6,2 m/s (Light breeze)
26.2,756.1,Wind blowing from the west-northwest,25.1,2 m/s (Light breeze)
26.8,756.4,Wind blowing from the south-west,25.2,2 m/s (Light breeze)
27.0,757.2,Wind blowing from the south-east,25.4,1 m/s (Light air)
27.2,757.0,Wind blowing from the west,25.5,2 m/s (Light breeze)
27.2,755.3,Wind blowing from the north,25.0,1 m/s (Light air)
27.6,755.7,Wind blowing from the north-west,24.1,2 m/s (Light breeze)
29.8,757.6,Wind blowing from the west,25.0,3 m/s (Gentle breeze)
27.8,757.0,Wind blowing from the north-west,24.3,2 m/s (Light breeze)
27.4,755.8,Wind blowing from the north-west,25.0,1 m/s (Light air)
28.6,756.1,Wind blowing from the west-southwest,26.7,2 m/s (Light breeze)
29.6,757.1,Wind blowing from the north-west,26.7,2 m/s (Light breeze)
30.2,756.1,Wind blowing from the north-west,27.0,2 m/s (Light breeze)
33.4,754.8,Wind blowing from the west-northwest,25.4,3 m/s (Gentle breeze)
34.0,755.5,Wind blowing from the west-northwest,24.3,3 m/s (Gentle breeze)
30.6,757.5,Wind blowing from the west,24.5,3 m/s (Gentle breeze)
26.3,756.4,Wind blowing from the west,24.4,2 m/s (Light breeze)
25.4,755.7,Wind blowing from the north-west,23.7,1 m/s (Light air)
25.8,756.8,Wind blowing from the south-southwest,23.6,1 m/s (Light air)
25.0,758.2,Wind blowing from the south-southeast,23.3,1 m/s (Light air)
27.6,756.9,Wind blowing from the south-east,24.3,2 m/s (Light breeze)
30.2,754.4,Wind blowing from the east-northeast,25.4,2 m/s (Light breeze)
35.0,754.9,Wind blowing from the north-northwest,25.1,3 m/s (Gentle breeze)
32.1,756.6,Wind blowing from the west-northwest,24.8,3 m/s (Gentle breeze)
27.6,756.4,Wind blowing from the west,24.9,2 m/s (Light breeze)
27.2,755.4,"Calm, no wind",24.8,0 m/s (Calm)
28.2,755.9,"Calm, no wind",24.7,0 m/s (Calm)
29.0,756.9,Wind blowing from the west,25.2,2 m/s (Light breeze)
29.8,755.6,Wind blowing from the north-west,25.5,2 m/s (Light breeze)
30.8,754.0,Wind blowing from the north-northwest,24.3,3 m/s (Gentle breeze)
35.7,754.4,Wind blowing from the west-southwest,23.7,3 m/s (Gentle breeze)
32.7,756.2,Wind blowing from the west-southwest,24.5,3 m/s (Gentle breeze)
27.4,756.4,Wind blowing from the west,25.4,2 m/s (Light breeze)
26.4,756.0,Wind blowing from the west-northwest,25.4,2 m/s (Light breeze)
28.2,755.2,Wind blowing from the north-northeast,25.5,2 m/s (Light breeze)
26.4,756.1,Wind blowing from the west-northwest,25.4,2 m/s (Light breeze)
30.2,755.2,Wind blowing from the west-northwest,25.7,3 m/s (Gentle breeze)
33.4,753.8,Wind blowing from the north-northwest,25.1,3 m/s (Gentle breeze)
32.2,754.7,Wind blowing from the east-northeast,25.3,2 m/s (Light breeze)
30.5,756.4,Wind blowing from the east-northeast,25.3,2 m/s (Light breeze)
26.5,755.4,Wind blowing from the east-southeast,23.8,1 m/s (Light air)
26.0,754.2,"Calm, no wind",24.1,0 m/s (Calm)
26.6,755.2,Wind blowing from the west-northwest,24.4,2 m/s (Light breeze)
26.6,755.5,"Calm, no wind",24.4,0 m/s (Calm)
26.8,755.4,Wind blowing from the east-northeast,23.8,1 m/s (Light air)
32.3,752.8,Wind blowing from the north-northwest,25.9,3 m/s (Gentle breeze)
33.5,753.1,Wind blowing from the north-northwest,26.7,3 m/s (Gentle breeze)
30.5,755.3,Wind blowing from the west-northwest,26.3,3 m/s (Gentle breeze)
26.5,754.6,Wind blowing from the east-southeast,25.3,1 m/s (Light air)
26.4,754.0,Wind blowing from the west-northwest,25.2,2 m/s (Light breeze)
26.2,754.4,Wind blowing from the north-west,25.3,1 m/s (Light air)
27.0,755.5,Wind blowing from the west-northwest,25.2,2 m/s (Light breeze)
30.2,753.8,Wind blowing from the north,25.7,2 m/s (Light breeze)
33.4,752.4,Wind blowing from the north-northwest,26.1,3 m/s (Gentle breeze)
34.2,752.9,Wind blowing from the north-west,24.5,3 m/s (Gentle breeze)
31.7,754.8,Wind blowing from the north-west,25.6,3 m/s (Gentle breeze)
25.7,754.8,Wind blowing from the west-northwest,24.2,2 m/s (Light breeze)
25.2,753.8,Wind blowing from the west-northwest,24.2,1 m/s (Light air)
26.1,754.6,Wind blowing from the south-west,24.5,1 m/s (Light air)
27.2,755.1,Wind blowing from the west-northwest,24.6,2 m/s (Light breeze)
28.4,754.6,Wind blowing from the south-west,25.5,2 m/s (Light breeze)
29.4,753.7,Wind blowing from the north-northwest,25.5,2 m/s (Light breeze)
28.6,754.9,Wind blowing from the north,25.8,2 m/s (Light breeze)
29.1,756.6,Wind blowing from the south-east,26.2,2 m/s (Light breeze)
27.2,755.5,Wind blowing from the east,25.3,1 m/s (Light air)
26.2,754.8,Wind blowing from the west-northwest,25.1,2 m/s (Light breeze)
28.2,754.9,Wind blowing from the north-west,25.8,2 m/s (Light breeze)
28.5,755.5,Wind blowing from the north,25.8,2 m/s (Light breeze)
29.2,754.3,Wind blowing from the north,25.7,2 m/s (Light breeze)
31.6,753.2,Wind blowing from the north-northwest,25.5,3 m/s (Gentle breeze)
32.4,754.2,Wind blowing from the north-east,25.2,3 m/s (Gentle breeze)
30.9,756.4,Wind blowing from the east-northeast,25.6,2 m/s (Light breeze)
27.2,756.4,Wind blowing from the north,25.5,1 m/s (Light air)
27.5,755.3,Wind blowing from the north-west,26.0,1 m/s (Light air)
28.2,755.9,Wind blowing from the south-east,24.7,2 m/s (Light breeze)
28.4,756.2,Wind blowing from the east-southeast,25.6,2 m/s (Light breeze)
28.8,754.8,Wind blowing from the north,25.9,2 m/s (Light breeze)
29.8,756.8000000000001,Wind blowing from the north-west,24.7,2 m/s (Light breeze)
34.9,754.7,Wind blowing from the north-west,25.5,3 m/s (Gentle breeze)
32.3,757.0,Wind blowing from the west-northwest,25.2,3 m/s (Gentle breeze)
26.2,756.6,Wind blowing from the north,23.9,1 m/s (Light air)
25.8,755.9,"Calm, no wind",23.9,0 m/s (Calm)
26.4,756.5,"Calm, no wind",23.9,0 m/s (Calm)
26.9,757.3,Wind blowing from the north-northeast,24.6,1 m/s (Light air)
29.2,756.0,Wind blowing from the north-west,25.7,2 m/s (Light breeze)
31.1,753.9,Wind blowing from the north,26.2,2 m/s (Light breeze)
32.8,754.9,Wind blowing from the north-northwest,26.3,3 m/s (Gentle breeze)
31.3,756.9,Wind blowing from the south-east,26.3,3 m/s (Gentle breeze)
26.8,756.6,Wind blowing from the south-east,25.6,1 m/s (Light air)
26.8,755.6,"Calm, no wind",25.2,0 m/s (Calm)
27.6,755.9,"Calm, no wind",25.7,0 m/s (Calm)
28.0,757.2,"Calm, no wind",26.4,0 m/s (Calm)
28.6,755.7,Wind blowing from the south-east,25.1,2 m/s (Light breeze)
29.4,754.4,Wind blowing from the east,25.9,2 m/s (Light breeze)
32.5,755.2,Wind blowing from the south,24.7,3 m/s (Gentle breeze)
31.0,757.4,Wind blowing from the east,25.4,2 m/s (Light breeze)
26.8,756.7,Wind blowing from the south-east,24.9,1 m/s (Light air)
26.4,755.8,Wind blowing from the south-southeast,24.6,1 m/s (Light air)
26.8,756.1,Wind blowing from the east-northeast,24.9,1 m/s (Light air)
28.2,757.0,Wind blowing from the south-southeast,25.8,2 m/s (Light breeze)
28.4,755.9,Wind blowing from the south-southeast,25.2,2 m/s (Light breeze)
31.4,754.3,Wind blowing from the west,25.5,3 m/s (Gentle breeze)
33.1,755.1,Wind blowing from the north-east,24.8,3 m/s (Gentle breeze)
30.6,757.0,Wind blowing from the east-southeast,25.7,2 m/s (Light breeze)
27.4,757.0,Wind blowing from the east-southeast,25.2,1 m/s (Light air)
26.7,755.6,"Calm, no wind",25.2,0 m/s (Calm)
26.7,756.0,Wind blowing from the south-southeast,24.9,1 m/s (Light air)
28.4,756.7,"Calm, no wind",25.7,0 m/s (Calm)
29.0,755.4,Wind blowing from the north,25.4,2 m/s (Light breeze)
32.4,753.4,Wind blowing from the north-northwest,25.9,3 m/s (Gentle breeze)
33.1,754.7,Wind blowing from the west-southwest,24.3,3 m/s (Gentle breeze)
30.6,757.0,"Calm, no wind",25.7,0 m/s (Calm)
25.6,757.0,Wind blowing from the south-southeast,24.5,1 m/s (Light air)
25.0,755.8,Wind blowing from the north-northeast,24.3,1 m/s (Light air)
25.1,756.5,Wind blowing from the east,24.1,1 m/s (Light air)
25.5,757.6,Wind blowing from the east,24.7,1 m/s (Light air)
26.0,755.8,Wind blowing from the west-northwest,24.1,2 m/s (Light breeze)
30.8,754.2,Wind blowing from the north-west,25.2,3 m/s (Gentle breeze)
32.3,755.2,Wind blowing from the north-northeast,24.5,3 m/s (Gentle breeze)
31.5,757.3,Wind blowing from the east-northeast,25.1,2 m/s (Light breeze)
27.2,756.9,Wind blowing from the west,24.5,2 m/s (Light breeze)
27.6,755.8,Wind blowing from the west-northwest,24.6,2 m/s (Light breeze)
27.9,756.4,Wind blowing from the west-northwest,24.8,2 m/s (Light breeze)
28.9,757.6,Wind blowing from the south-west,25.3,2 m/s (Light breeze)
29.7,755.6,Wind blowing from the north-west,24.8,2 m/s (Light breeze)
32.7,754.6,Wind blowing from the north-northwest,25.1,3 m/s (Gentle breeze)
34.3,755.5,Wind blowing from the north-northwest,24.2,3 m/s (Gentle breeze)
30.8,757.1,Wind blowing from the north-west,23.9,3 m/s (Gentle breeze)
26.5,756.6,Wind blowing from the south-southwest,24.0,2 m/s (Light breeze)
25.6,755.2,"Calm, no wind",23.4,0 m/s (Calm)
27.0,755.5,Wind blowing from the west-northwest,24.8,2 m/s (Light breeze)
27.4,755.8,Wind blowing from the north-east,25.2,1 m/s (Light air)
26.2,755.2,Wind blowing from the south,24.8,1 m/s (Light air)
32.0,752.8,Wind blowing from the north-northeast,26.2,3 m/s (Gentle breeze)
33.6,753.8,Wind blowing from the north,24.8,3 m/s (Gentle breeze)
32.1,755.6,Wind blowing from the west-northwest,24.4,3 m/s (Gentle breeze)
27.6,755.3,Wind blowing from the north,24.5,1 m/s (Light air)
27.0,754.3,Wind blowing from the west-northwest,24.8,2 m/s (Light breeze)
27.6,754.6,Wind blowing from the west,24.6,2 m/s (Light breeze)
27.8,755.2,Wind blowing from the south-east,24.5,2 m/s (Light breeze)
29.6,754.2,Wind blowing from the west-southwest,25.0,3 m/s (Gentle breeze)
32.2,752.3,Wind blowing from the north-northwest,24.8,3 m/s (Gentle breeze)
33.6,753.0,Wind blowing from the north-northwest,24.5,3 m/s (Gentle breeze)
31.0,755.6,Wind blowing from the west-northwest,24.2,3 m/s (Gentle breeze)
26.8,755.8,Wind blowing from the west,24.5,2 m/s (Light breeze)
26.4,754.6,"Calm, no wind",25.0,0 m/s (Calm)
26.5,755.1,Wind blowing from the north-northwest,24.9,1 m/s (Light air)
26.2,756.1,"Calm, no wind",24.8,0 m/s (Calm)
29.6,754.9,Wind blowing from the west-northwest,25.5,3 m/s (Gentle breeze)
32.6,752.9,Wind blowing from the north-northwest,26.0,3 m/s (Gentle breeze)
33.5,754.0,Wind blowing from the west-northwest,25.1,3 m/s (Gentle breeze)
31.5,756.3,Wind blowing from the west,23.4,3 m/s (Gentle breeze)
25.8,756.9,Wind blowing from the west,23.9,2 m/s (Light breeze)
25.4,756.3,Wind blowing from the west,23.7,2 m/s (Light breeze)
25.6,756.1,Wind blowing from the west,23.4,2 m/s (Light breeze)
25.6,757.3,Wind blowing from the east-southeast,24.0,1 m/s (Light air)
27.2,756.7,Wind blowing from the north,24.5,1 m/s (Light air)
31.0,754.7,Wind blowing from the east-northeast,25.1,2 m/s (Light breeze)
33.8,755.0,Wind blowing from the north-west,24.1,3 m/s (Gentle breeze)
31.6,757.0,Wind blowing from the south,24.6,3 m/s (Gentle breeze)
26.8,756.4,"Calm, no wind",24.9,0 m/s (Calm)
26.4,755.8,Wind blowing from the south-southeast,24.8,1 m/s (Light air)
27.4,756.0,Wind blowing from the west-northwest,25.0,2 m/s (Light breeze)
27.8,757.5,Wind blowing from the east-northeast,25.4,2 m/s (Light breeze)
28.8,756.1,Wind blowing from the east,25.6,2 m/s (Light breeze)
29.5,755.2,Wind blowing from the east,25.3,2 m/s (Light breeze)
30.8,755.9,Wind blowing from the north-east,25.7,2 m/s (Light breeze)
30.8,757.4,Wind blowing from the east-northeast,25.0,2 m/s (Light breeze)
26.2,756.9,Wind blowing from the east,24.6,1 m/s (Light air)
26.3,756.4,"Calm, no wind",24.9,0 m/s (Calm)
27.2,757.4,Wind blowing from the south,25.3,1 m/s (Light air)
27.9,758.1,"Calm, no wind",25.6,0 m/s (Calm)
28.3,756.9,"Calm, no wind",25.8,0 m/s (Calm)
29.4,756.1,Wind blowing from the north-northwest,25.4,2 m/s (Light breeze)
29.5,756.8,Wind blowing from the north,25.3,2 m/s (Light breeze)
28.4,758.7,Wind blowing from the south-southeast,26.0,2 m/s (Light breeze)
26.8,758.2,Wind blowing from the south-southeast,25.3,1 m/s (Light air)
27.4,756.6,Wind blowing from the north-northwest,25.2,1 m/s (Light air)
27.8,757.1,Wind blowing from the north-northwest,25.5,1 m/s (Light air)
28.0,757.9,Wind blowing from the south-east,25.4,2 m/s (Light breeze)
28.8,756.5,Wind blowing from the north-northwest,25.3,2 m/s (Light breeze)
32.2,755.2,Wind blowing from the north-northwest,25.3,3 m/s (Gentle breeze)
33.4,756.1,Wind blowing from the north-northwest,25.4,3 m/s (Gentle breeze)
30.5,758.5,Wind blowing from the north-west,24.8,3 m/s (Gentle breeze)
25.6,757.8,"Calm, no wind",24.2,0 m/s (Calm)
25.1,757.1,Wind blowing from the east-southeast,24.1,1 m/s (Light air)
25.7,757.0,Wind blowing from the east-southeast,24.3,1 m/s (Light air)
26.4,758.4,Wind blowing from the west,24.4,2 m/s (Light breeze)
28.6,756.9,Wind blowing from the west-northwest,25.5,2 m/s (Light breeze)
30.0,755.2,Wind blowing from the north,24.7,2 m/s (Light breeze)
33.2,755.9,Wind blowing from the north-northwest,23.2,3 m/s (Gentle breeze)
29.8,758.1,Wind blowing from the east,24.4,2 m/s (Light breeze)
25.3,757.7,Wind blowing from the north-northwest,24.1,1 m/s (Light air)
24.6,756.4,Wind blowing from the north,23.8,1 m/s (Light air)
25.4,757.2,"Calm, no wind",24.3,0 m/s (Calm)
25.4,758.5,Wind blowing from the west,24.3,2 m/s (Light breeze)
25.0,757.6,Wind blowing from the north-west,23.6,1 m/s (Light air)
28.8,756.7,Wind blowing from the south-southeast,25.3,2 m/s (Light breeze)
33.7,756.7,Wind blowing from the north-northwest,25.2,3 m/s (Gentle breeze)
30.5,759.1,Wind blowing from the west,23.8,3 m/s (Gentle breeze)
25.1,758.8,Wind blowing from the west,23.6,2 m/s (Light breeze)
24.8,758.2,Wind blowing from the west-northwest,23.1,2 m/s (Light breeze)
25.2,758.8,Wind blowing from the north-west,23.5,1 m/s (Light air)
25.6,759.6,Wind blowing from the north-west,23.4,1 m/s (Light air)
25.4,758.2,Wind blowing from the north-west,24.3,1 m/s (Light air)
29.8,756.7,Wind blowing from the east,24.5,2 m/s (Light breeze)
33.0,757.3,Wind blowing from the east,23.8,2 m/s (Light breeze)
31.0,759.5,Wind blowing from the north,24.2,2 m/s (Light breeze)
25.3,758.8,Wind blowing from the south-west,23.2,2 m/s (Light breeze)
25.0,757.7,Wind blowing from the north-west,23.1,1 m/s (Light air)
25.4,758.2,Wind blowing from the north-northwest,22.9,1 m/s (Light air)
25.8,759.7,Wind blowing from the south-southwest,23.3,2 m/s (Light breeze)
26.0,758.9,Wind blowing from the south,22.7,1 m/s (Light air)
28.0,756.7,Wind blowing from the west-northwest,23.6,2 m/s (Light breeze)
32.2,756.8,Wind blowing from the west-northwest,24.5,3 m/s (Gentle breeze)
30.4,758.9,Wind blowing from the north-west,24.3,3 m/s (Gentle breeze)
26.4,758.8,Wind blowing from the west-northwest,23.9,2 m/s (Light breeze)
26.2,758.1,"Calm, no wind",23.7,0 m/s (Calm)
27.4,757.9,Wind blowing from the west,25.2,2 m/s (Light breeze)
27.8,758.8,Wind blowing from the north-northwest,24.8,2 m/s (Light breeze)
28.4,757.9,Wind blowing from the north-northwest,23.7,2 m/s (Light breeze)
31.2,756.1,Wind blowing from the west-northwest,24.3,3 m/s (Gentle breeze)
30.8,757.3,Wind blowing from the north-west,25.0,3 m/s (Gentle breeze)
28.5,759.1,Wind blowing from the north-west,24.4,2 m/s (Light breeze)
26.9,758.8,Wind blowing from the north-northeast,24.0,1 m/s (Light air)
26.6,757.4,"Calm, no wind",24.4,0 m/s (Calm)
27.2,757.9,Wind blowing from the west,24.8,2 m/s (Light breeze)
28.2,758.9,Wind blowing from the east-northeast,25.8,2 m/s (Light breeze)
28.8,758.1,Wind blowing from the north-east,23.9,2 m/s (Light breeze)
30.2,756.7,Wind blowing from the west-northwest,24.5,3 m/s (Gentle breeze)
31.9,757.0,Wind blowing from the west-northwest,23.1,3 m/s (Gentle breeze)
29.6,758.9,Wind blowing from the west-northwest,23.0,3 m/s (Gentle breeze)
25.5,758.1,Wind blowing from the south-southwest,23.4,1 m/s (Light air)
25.1,757.1,Wind blowing from the west-northwest,23.2,2 m/s (Light breeze)
25.0,757.9,Wind blowing from the west,23.3,2 m/s (Light breeze)
25.3,759.1,Wind blowing from the west-southwest,23.1,2 m/s (Light breeze)
28.2,757.9,Wind blowing from the north-west,24.7,2 m/s (Light breeze)
29.8,756.4,Wind blowing from the north,24.4,2 m/s (Light breeze)
31.6,757.2,Wind blowing from the west-northwest,24.9,3 m/s (Gentle breeze)
30.1,759.1,Wind blowing from the west-northwest,24.4,3 m/s (Gentle breeze)
25.0,758.6,Wind blowing from the west,23.9,2 m/s (Light breeze)
24.9,757.3,Wind blowing from the west,23.7,2 m/s (Light breeze)
25.0,757.9,Wind blowing from the north-northwest,23.9,1 m/s (Light air)
24.8,759.6,Wind blowing from the east-southeast,23.0,1 m/s (Light air)
28.2,757.7,Wind blowing from the west-northwest,25.0,2 m/s (Light breeze)
29.4,756.2,Wind blowing from the north-northwest,24.8,2 m/s (Light breeze)
30.3,757.0,Wind blowing from the north,25.6,2 m/s (Light breeze)
29.5,758.9,Wind blowing from the west-northwest,25.1,2 m/s (Light breeze)
25.4,758.5,Wind blowing from the west,24.0,2 m/s (Light breeze)
24.9,757.3,Wind blowing from the south-southeast,24.1,1 m/s (Light air)
25.4,757.6,Wind blowing from the west-southwest,24.0,2 m/s (Light breeze)
25.9,759.1,Wind blowing from the north-east,24.1,1 m/s (Light air)
27.8,757.8,Wind blowing from the north,25.4,1 m/s (Light air)
29.5,756.5,Wind blowing from the north-northwest,23.8,2 m/s (Light breeze)
29.2,757.3,Wind blowing from the north-west,24.5,2 m/s (Light breeze)
27.4,759.4,Wind blowing from the north-northwest,24.8,1 m/s (Light air)
25.6,758.5,Wind blowing from the north,24.8,1 m/s (Light air)
25.4,757.2,Wind blowing from the north-west,22.0,1 m/s (Light air)
24.4,757.7,Wind blowing from the south-west,23.6,1 m/s (Light air)
23.8,758.8,Wind blowing from the east,22.1,1 m/s (Light air)
28.0,757.3,Wind blowing from the north-northwest,25.6,1 m/s (Light air)
31.0,755.8,Wind blowing from the north,25.7,2 m/s (Light breeze)
33.0,757.0,Wind blowing from the north-northwest,24.7,3 m/s (Gentle breeze)
29.8,759.2,Wind blowing from the north-northwest,25.1,2 m/s (Light breeze)
25.4,758.8,Wind blowing from the east-southeast,23.8,1 m/s (Light air)
24.8,758.2,Wind blowing from the north-northwest,24.2,1 m/s (Light air)
25.6,758.8,Wind blowing from the north-west,24.3,1 m/s (Light air)
25.6,759.7,Wind blowing from the north,24.2,1 m/s (Light air)
25.6,758.6,Wind blowing from the north-west,23.7,1 m/s (Light air)
30.4,757.0,Wind blowing from the east,24.3,2 m/s (Light breeze)
31.8,757.5,Wind blowing from the north-northwest,25.2,3 m/s (Gentle breeze)
29.7,759.5,Wind blowing from the west,25.1,2 m/s (Light breeze)
24.8,758.8,Wind blowing from the west,24.3,2 m/s (Light breeze)
26.0,758.0,Wind blowing from the west,23.5,2 m/s (Light breeze)
26.6,758.3,"Calm, no wind",23.9,0 m/s (Calm)
27.0,759.4,Wind blowing from the west-northwest,23.4,2 m/s (Light breeze)
28.4,758.4,Wind blowing from the west,24.9,2 m/s (Light breeze)
29.0,756.4,Wind blowing from the north,25.2,2 m/s (Light breeze)
32.0,757.5,Wind blowing from the west,25.3,3 m/s (Gentle breeze)
29.5,759.1,Wind blowing from the west,25.5,2 m/s (Light breeze)
25.2,758.4,Wind blowing from the south-west,23.8,2 m/s (Light breeze)
24.2,757.6,Wind blowing from the south,23.4,1 m/s (Light air)
24.0,757.7,Wind blowing from the west,22.9,2 m/s (Light breeze)
24.2,758.8,Wind blowing from the west-southwest,22.8,2 m/s (Light breeze)
24.0,758.7,Wind blowing from the south-southeast,22.6,1 m/s (Light air)
30.4,756.1,Wind blowing from the north,25.0,2 m/s (Light breeze)
33.2,757.0,Wind blowing from the north,25.8,2 m/s (Light breeze)
30.3,758.5,"Calm, no wind",26.2,0 m/s (Calm)
26.4,758.6,Wind blowing from the east,25.5,1 m/s (Light air)
26.0,757.1,Wind blowing from the south,25.2,1 m/s (Light air)
26.2,758.2,Wind blowing from the south-southeast,25.4,1 m/s (Light air)
26.0,759.0,Wind blowing from the east-northeast,24.9,1 m/s (Light air)
27.8,757.6,Wind blowing from the north-northeast,24.5,2 m/s (Light breeze)
28.6,756.4,Wind blowing from the east,24.2,2 m/s (Light breeze)
33.6,757.6,Wind blowing from the north-west,25.0,3 m/s (Gentle breeze)
30.1,758.8,Wind blowing from the west-northwest,25.1,3 m/s (Gentle breeze)
25.6,758.2,Wind blowing from the north-northeast,24.8,1 m/s (Light air)
25.2,757.1,"Calm, no wind",24.7,0 m/s (Calm)
25.4,757.6,"Calm, no wind",24.3,0 m/s (Calm)
25.6,758.5,"Calm, no wind",24.2,0 m/s (Calm)
25.9,757.4,Wind blowing from the north-northeast,24.4,1 m/s (Light air)
29.0,755.7,Wind blowing from the north-northeast,26.1,2 m/s (Light breeze)
32.6,757.0,Wind blowing from the north-west,25.1,3 m/s (Gentle breeze)
29.5,757.9,Wind blowing from the east,24.1,2 m/s (Light breeze)
24.6,757.0,Wind blowing from the south-east,23.9,1 m/s (Light air)
24.4,757.0,Wind blowing from the south-southeast,24.0,1 m/s (Light air)
24.6,757.7,Wind blowing from the south-east,24.1,1 m/s (Light air)
25.6,759.1,Wind blowing from the south-southeast,24.8,1 m/s (Light air)
25.1,756.9,Wind blowing from the south-southeast,24.1,1 m/s (Light air)
24.2,755.6,Wind blowing from the west-northwest,23.4,1 m/s (Light air)
34.0,755.1,Wind blowing from the north-northwest,25.8,3 m/s (Gentle breeze)
31.3,756.9,Wind blowing from the west-northwest,24.6,3 m/s (Gentle breeze)
26.2,756.4,Wind blowing from the west,24.6,2 m/s (Light breeze)
